Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology (molecular function)	Subcellular location [CC]
A4GE64	unreviewed	A4GE64_MOUSE	Alpha-T-catenin	Ctnna3	Mus musculus (Mouse)	895	cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	cell adhesion [GO:0007155]	cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; cell adhesion [GO:0007155]	actin filament binding [GO:0051015]; cadherin binding [GO:0045296]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
A4GE65	unreviewed	A4GE65_MOUSE	Alpha-T-catenin isoform X	Ctnna3	Mus musculus (Mouse)	628	cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	cell adhesion [GO:0007155]	cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; cell adhesion [GO:0007155]	actin filament binding [GO:0051015]; cadherin binding [GO:0045296]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
A6H644	unreviewed	A6H644_MOUSE	Protein phosphatase 1 regulatory subunit	Ppp1r12b	Mus musculus (Mouse)	992	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	signal transduction [GO:0007165]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; phosphatase regulator activity [GO:0019208]; protein kinase binding [GO:0019901]; signal transduction [GO:0007165]	phosphatase regulator activity [GO:0019208]; protein kinase binding [GO:0019901]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, stress fiber {ECO:0000256|ARBA:ARBA00004529}.
A6H6E9	reviewed	TT23L_MOUSE	Tetratricopeptide repeat protein 23-like	Ttc23l	Mus musculus (Mouse)	458	cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; spindle [GO:0005819]		cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; spindle [GO:0005819]		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q6PF05}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q6PF05}. Midbody {ECO:0000250|UniProtKB:Q6PF05}. Note=Exhibits dynamic subcellular localization during the cell cycle. In prophase cells, detected on split centrosomes. Translocates to the mitotic spindles during metaphase and early anaphase, then to the midbody and cleavage furrow in late anaphase. {ECO:0000250|UniProtKB:Q6PF05}.
A6H6H4	unreviewed	A6H6H4_MOUSE	Thymosin beta	Tmsb10	Mus musculus (Mouse)	44	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	actin filament organization [GO:0007015]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; actin monomer binding [GO:0003785]; actin filament organization [GO:0007015]	actin monomer binding [GO:0003785]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245, ECO:0000256|PIRNR:PIRNR001828}.
A6PWS5	unreviewed	A6PWS5_MOUSE	Gelsolin (ADF) (Actin-depolymerizing factor)	Gsn	Mus musculus (Mouse)	251	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	actin filament severing [GO:0051014]; barbed-end actin filament capping [GO:0051016]; cilium assembly [GO:0060271]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; actin filament binding [GO:0051015]; actin filament severing [GO:0051014]; barbed-end actin filament capping [GO:0051016]; cilium assembly [GO:0060271]	actin filament binding [GO:0051015]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|RuleBase:RU367130}.
A7ISP9	unreviewed	A7ISP9_MOUSE	EMAP-like protein 4 (Echinoderm microtubule associated protein like 4)	Eml4	Mus musculus (Mouse)	977	cytoskeleton [GO:0005856]		cytoskeleton [GO:0005856]		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
A7TU71	unreviewed	A7TU71_MOUSE	SHROOM2 (Shroom family member 2)	Shroom2	Mus musculus (Mouse)	1487	cortical actin cytoskeleton [GO:0030864]; microtubule [GO:0005874]		cortical actin cytoskeleton [GO:0030864]; microtubule [GO:0005874]; actin filament binding [GO:0051015]	actin filament binding [GO:0051015]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B1AQW2	unreviewed	B1AQW2_MOUSE	Microtubule-associated protein	Mapt	Mus musculus (Mouse)	390	axon [GO:0030424]; cytosol [GO:0005829]; dendrite [GO:0030425]; microtubule [GO:0005874]; plasma membrane [GO:0005886]		axon [GO:0030424]; cytosol [GO:0005829]; dendrite [GO:0030425]; microtubule [GO:0005874]; plasma membrane [GO:0005886]; microtubule binding [GO:0008017]	microtubule binding [GO:0008017]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004413}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004413}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004413}. Cell projection, axon {ECO:0000256|ARBA:ARBA00004489}. Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Cytoplasm, cytoskeleton {ECO:0000256|RuleBase:RU000686}. Cytoplasm, cytosol {ECO:0000256|ARBA:ARBA00004514}. Membrane {ECO:0000256|ARBA:ARBA00004287}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004287}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004287}.
B1ARU4	unreviewed	B1ARU4_MOUSE	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4 (Microtubule-actin crosslinking factor 1)	Macf1	Mus musculus (Mouse)	7355	cell projection [GO:0042995]; cytoplasm [GO:0005737]; membrane [GO:0016020]; microtubule [GO:0005874]	intermediate filament cytoskeleton organization [GO:0045104]	cell projection [GO:0042995]; cytoplasm [GO:0005737]; membrane [GO:0016020]; microtubule [GO:0005874]; actin binding [GO:0003779]; calcium ion binding [GO:0005509]; microtubule binding [GO:0008017]; intermediate filament cytoskeleton organization [GO:0045104]	actin binding [GO:0003779]; calcium ion binding [GO:0005509]; microtubule binding [GO:0008017]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B1ATJ7	unreviewed	B1ATJ7_MOUSE	Expressed sequence AV249152	Wdpcp AV249152	Mus musculus (Mouse)	722	cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]	cell projection organization [GO:0030030]; embryonic digit morphogenesis [GO:0042733]; roof of mouth development [GO:0060021]; tongue morphogenesis [GO:0043587]	cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]; cell projection organization [GO:0030030]; embryonic digit morphogenesis [GO:0042733]; roof of mouth development [GO:0060021]; tongue morphogenesis [GO:0043587]		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004236}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000256|ARBA:ARBA00004430}. Membrane {ECO:0000256|ARBA:ARBA00004370}.
B1AV01	unreviewed	B1AV01_MOUSE	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	Mid1	Mus musculus (Mouse)	642	cytoplasm [GO:0005737]; microtubule [GO:0005874]		cytoplasm [GO:0005737]; microtubule [GO:0005874]; zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B1AVF4	unreviewed	B1AVF4_MOUSE	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	Mid2	Mus musculus (Mouse)	685	cytoplasm [GO:0005737]; microtubule [GO:0005874]		cytoplasm [GO:0005737]; microtubule [GO:0005874]; zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B1AZ46	unreviewed	B1AZ46_MOUSE	Brain-specific angiogenesis inhibitor 1-associated protein 2	Baiap2	Mus musculus (Mouse)	521	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; filopodium [GO:0030175]; membrane [GO:0016020]; ruffle [GO:0001726]	plasma membrane organization [GO:0007009]; regulation of actin cytoskeleton organization [GO:0032956]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; filopodium [GO:0030175]; membrane [GO:0016020]; ruffle [GO:0001726]; cytoskeletal anchor activity [GO:0008093]; plasma membrane organization [GO:0007009]; regulation of actin cytoskeleton organization [GO:0032956]	cytoskeletal anchor activity [GO:0008093]	SUBCELLULAR LOCATION: Cell projection, filopodium {ECO:0000256|ARBA:ARBA00004486}. Cell projection, ruffle {ECO:0000256|ARBA:ARBA00004466}. Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}. Membrane {ECO:0000256|ARBA:ARBA00004170}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004170}.
B1AZA7	unreviewed	B1AZA7_MOUSE	Catenin (cadherin associated protein), alpha-like 1	Ctnnal1	Mus musculus (Mouse)	219	cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	cell adhesion [GO:0007155]; Rho protein signal transduction [GO:0007266]	cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; cell adhesion [GO:0007155]; Rho protein signal transduction [GO:0007266]	actin filament binding [GO:0051015]; cadherin binding [GO:0045296]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B1AZK1	unreviewed	B1AZK1_MOUSE	CDC42 small effector 2	Cdc42se2	Mus musculus (Mouse)	52	cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]	phagocytosis [GO:0006909]; regulation of cell shape [GO:0008360]; regulation of Rho protein signal transduction [GO:0035023]	cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]; small GTPase binding [GO:0031267]; phagocytosis [GO:0006909]; regulation of cell shape [GO:0008360]; regulation of Rho protein signal transduction [GO:0035023]	small GTPase binding [GO:0031267]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004193}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004193}. Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}. Membrane {ECO:0000256|ARBA:ARBA00004635}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004635}.
B2CKC6	unreviewed	B2CKC6_MOUSE	EF-hand domain (C-terminal) containing 1 (EF-hand domain containing 1)	Efhc1	Mus musculus (Mouse)	648	centrosome [GO:0005813]; cytoplasm [GO:0005737]; mitotic spindle [GO:0072686]; spindle pole [GO:0000922]	cerebral cortex cell migration [GO:0021795]; mitotic cytokinesis [GO:0000281]; mitotic spindle organization [GO:0007052]; regulation of cell division [GO:0051302]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; mitotic spindle [GO:0072686]; spindle pole [GO:0000922]; alpha-tubulin binding [GO:0043014]; calcium ion binding [GO:0005509]; cerebral cortex cell migration [GO:0021795]; mitotic cytokinesis [GO:0000281]; mitotic spindle organization [GO:0007052]; regulation of cell division [GO:0051302]	alpha-tubulin binding [GO:0043014]; calcium ion binding [GO:0005509]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000256|ARBA:ARBA00004430}.
B2KGT5	unreviewed	B2KGT5_MOUSE	Microtubule-associated protein	Map2 Mtap2	Mus musculus (Mouse)	467	cytoplasm [GO:0005737]; microtubule [GO:0005874]		cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule binding [GO:0008017]	microtubule binding [GO:0008017]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|RuleBase:RU000686}.
B2RPU6	unreviewed	B2RPU6_MOUSE	Nuclear protein MDM1	Mdm1	Mus musculus (Mouse)	718	centriole [GO:0005814]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]	negative regulation of centriole replication [GO:0046600]	centriole [GO:0005814]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]; microtubule binding [GO:0008017]; negative regulation of centriole replication [GO:0046600]	microtubule binding [GO:0008017]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000256|ARBA:ARBA00004114}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.
B2RPX1	unreviewed	B2RPX1_MOUSE	Dynein regulatory complex protein 10 (IQ domain-containing protein D)	Iqcd	Mus musculus (Mouse)	458	ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; motile cilium [GO:0031514]		ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; motile cilium [GO:0031514]		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, flagellum axoneme {ECO:0000256|ARBA:ARBA00004611}.
B2RQZ0	unreviewed	B2RQZ0_MOUSE	Intraflagellar transport protein 57 homolog	Ift57	Mus musculus (Mouse)	429	ciliary base [GO:0097546]; intraciliary transport particle B [GO:0030992]; motile cilium [GO:0031514]; photoreceptor connecting cilium [GO:0032391]	activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; regulation of apoptotic process [GO:0042981]	ciliary base [GO:0097546]; intraciliary transport particle B [GO:0030992]; motile cilium [GO:0031514]; photoreceptor connecting cilium [GO:0032391]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; regulation of apoptotic process [GO:0042981]		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000256|ARBA:ARBA00004120}.
B2RR42	unreviewed	B2RR42_MOUSE	DAZ interacting protein 1-like	Dzip1l	Mus musculus (Mouse)	774	centriole [GO:0005814]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]	cilium assembly [GO:0060271]; regulation of protein localization [GO:0032880]	centriole [GO:0005814]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; cilium assembly [GO:0060271]; regulation of protein localization [GO:0032880]	metal ion binding [GO:0046872]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000256|ARBA:ARBA00004120}.
B2RRE3	unreviewed	B2RRE3_MOUSE	Camsap1l1 protein	Camsap2 Camsap1l1	Mus musculus (Mouse)	1472	cytoplasm [GO:0005737]; microtubule [GO:0005874]	neuron projection development [GO:0031175]	cytoplasm [GO:0005737]; microtubule [GO:0005874]; calmodulin binding [GO:0005516]; microtubule binding [GO:0008017]; spectrin binding [GO:0030507]; neuron projection development [GO:0031175]	calmodulin binding [GO:0005516]; microtubule binding [GO:0008017]; spectrin binding [GO:0030507]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B2RWG6	unreviewed	B2RWG6_MOUSE	Ciliogenesis and planar polarity effector 2 (REM2- and Rab-like small GTPase 1)	Cplane2 6330545A04Rik Rsg1	Mus musculus (Mouse)	258	cilium [GO:0005929]	cell projection organization [GO:0030030]; exocytosis [GO:0006887]; protein transport [GO:0015031]	cilium [GO:0005929]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cell projection organization [GO:0030030]; exocytosis [GO:0006887]; protein transport [GO:0015031]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000256|ARBA:ARBA00004120}.
B2RWQ9	unreviewed	B2RWQ9_MOUSE	Radial spokehead-like 2A	Rsph3a Rshl2a	Mus musculus (Mouse)	389	cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]		cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, flagellum axoneme {ECO:0000256|ARBA:ARBA00004611}.
B2RXX6	unreviewed	B2RXX6_MOUSE	Spna2 protein	Sptan1 Spna2	Mus musculus (Mouse)	2477	cell cortex [GO:0005938]; cytoskeleton [GO:0005856]	actin filament capping [GO:0051693]	cell cortex [GO:0005938]; cytoskeleton [GO:0005856]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; actin filament capping [GO:0051693]	calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]	SUBCELLULAR LOCATION: Cytoplasm, cell cortex {ECO:0000256|ARBA:ARBA00004544}. Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B2RY15	unreviewed	B2RY15_MOUSE	Tln2 protein	Tln2	Mus musculus (Mouse)	2542	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; focal adhesion [GO:0005925]; ruffle [GO:0001726]	cell adhesion [GO:0007155]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; focal adhesion [GO:0005925]; ruffle [GO:0001726]; actin filament binding [GO:0051015]; structural constituent of cytoskeleton [GO:0005200]; cell adhesion [GO:0007155]	actin filament binding [GO:0051015]; structural constituent of cytoskeleton [GO:0005200]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B2RY88	unreviewed	B2RY88_MOUSE	Eml5 protein	Eml5	Mus musculus (Mouse)	1930	cytoskeleton [GO:0005856]		cytoskeleton [GO:0005856]		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B7SNM8	unreviewed	B7SNM8_MOUSE	Nuclear protein MDM1	Mdm1	Mus musculus (Mouse)	718	centriole [GO:0005814]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]	negative regulation of centriole replication [GO:0046600]	centriole [GO:0005814]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]; microtubule binding [GO:0008017]; negative regulation of centriole replication [GO:0046600]	microtubule binding [GO:0008017]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000256|ARBA:ARBA00004114}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.
B7SNM9	unreviewed	B7SNM9_MOUSE	Nuclear protein MDM1	Mdm1	Mus musculus (Mouse)	673	centriole [GO:0005814]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]	negative regulation of centriole replication [GO:0046600]	centriole [GO:0005814]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]; microtubule binding [GO:0008017]; negative regulation of centriole replication [GO:0046600]	microtubule binding [GO:0008017]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000256|ARBA:ARBA00004114}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.
B7ZCU0	unreviewed	B7ZCU0_MOUSE	Abl interactor 1	Abi1	Mus musculus (Mouse)	480	cytoskeleton [GO:0005856]; filopodium [GO:0030175]; lamellipodium [GO:0030027]		cytoskeleton [GO:0005856]; filopodium [GO:0030175]; lamellipodium [GO:0030027]		SUBCELLULAR LOCATION: Cell projection, filopodium {ECO:0000256|ARBA:ARBA00004486}. Cell projection, lamellipodium {ECO:0000256|ARBA:ARBA00004510}. Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B7ZCU2	unreviewed	B7ZCU2_MOUSE	Abl interactor 1	Abi1	Mus musculus (Mouse)	393	cytoskeleton [GO:0005856]; filopodium [GO:0030175]; lamellipodium [GO:0030027]		cytoskeleton [GO:0005856]; filopodium [GO:0030175]; lamellipodium [GO:0030027]		SUBCELLULAR LOCATION: Cell projection, filopodium {ECO:0000256|ARBA:ARBA00004486}. Cell projection, lamellipodium {ECO:0000256|ARBA:ARBA00004510}. Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B7ZCU3	unreviewed	B7ZCU3_MOUSE	Abl interactor 1	Abi1	Mus musculus (Mouse)	452	cytoskeleton [GO:0005856]; filopodium [GO:0030175]; lamellipodium [GO:0030027]		cytoskeleton [GO:0005856]; filopodium [GO:0030175]; lamellipodium [GO:0030027]		SUBCELLULAR LOCATION: Cell projection, filopodium {ECO:0000256|ARBA:ARBA00004486}. Cell projection, lamellipodium {ECO:0000256|ARBA:ARBA00004510}. Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B7ZCU4	unreviewed	B7ZCU4_MOUSE	Abl interactor 1	Abi1	Mus musculus (Mouse)	451	cytoskeleton [GO:0005856]; filopodium [GO:0030175]; lamellipodium [GO:0030027]		cytoskeleton [GO:0005856]; filopodium [GO:0030175]; lamellipodium [GO:0030027]		SUBCELLULAR LOCATION: Cell projection, filopodium {ECO:0000256|ARBA:ARBA00004486}. Cell projection, lamellipodium {ECO:0000256|ARBA:ARBA00004510}. Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B7ZCU5	unreviewed	B7ZCU5_MOUSE	Abl interactor 1	Abi1	Mus musculus (Mouse)	422	cytoskeleton [GO:0005856]; filopodium [GO:0030175]; lamellipodium [GO:0030027]		cytoskeleton [GO:0005856]; filopodium [GO:0030175]; lamellipodium [GO:0030027]		SUBCELLULAR LOCATION: Cell projection, filopodium {ECO:0000256|ARBA:ARBA00004486}. Cell projection, lamellipodium {ECO:0000256|ARBA:ARBA00004510}. Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}.
B7ZMS8	unreviewed	B7ZMS8_MOUSE	Nuclear protein MDM1	Mdm1	Mus musculus (Mouse)	719	centriole [GO:0005814]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]	negative regulation of centriole replication [GO:0046600]	centriole [GO:0005814]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]; microtubule binding [GO:0008017]; negative regulation of centriole replication [GO:0046600]	microtubule binding [GO:0008017]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000256|ARBA:ARBA00004114}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.
B7ZNE9	unreviewed	B7ZNE9_MOUSE	Dzip1l protein	Dzip1l	Mus musculus (Mouse)	773	cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	cilium assembly [GO:0060271]	cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; metal ion binding [GO:0046872]; cilium assembly [GO:0060271]	metal ion binding [GO:0046872]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000256|ARBA:ARBA00004120}.
