Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology (molecular function)	Subcellular location [CC]
Q8BGE6	reviewed	ATG4B_MOUSE	Cysteine protease ATG4B (EC 3.4.22.-) (AUT-like 1 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 1) (Autophagin-1) (Autophagy-related protein 4 homolog B) (MmAPG4B)	Atg4b Apg4b Autl1 Kiaa0943	Mus musculus (Mouse)	393	autophagosome [GO:0005776]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739]	autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; cellular response to starvation [GO:0009267]; lysosomal microautophagy [GO:0016237]; mitophagy [GO:0000423]; otolith mineralization completed early in development [GO:0031173]; positive regulation of protein catabolic process [GO:0045732]; protein delipidation [GO:0051697]; protein localization to phagophore assembly site [GO:0034497]; protein transport [GO:0015031]; proteolysis [GO:0006508]	autophagosome [GO:0005776]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739]; Atg8-specific peptidase activity [GO:0019786]; cysteine-type peptidase activity [GO:0008234]; endopeptidase activity [GO:0004175]; peptidase activity [GO:0008233]; scaffold protein binding [GO:0097110]; autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; cellular response to starvation [GO:0009267]; lysosomal microautophagy [GO:0016237]; mitophagy [GO:0000423]; otolith mineralization completed early in development [GO:0031173]; positive regulation of protein catabolic process [GO:0045732]; protein delipidation [GO:0051697]; protein localization to phagophore assembly site [GO:0034497]; protein transport [GO:0015031]; proteolysis [GO:0006508]	Atg8-specific peptidase activity [GO:0019786]; cysteine-type peptidase activity [GO:0008234]; endopeptidase activity [GO:0004175]; peptidase activity [GO:0008233]; scaffold protein binding [GO:0097110]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14530254}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9Y4P1}. Cytoplasmic vesicle, autophagosome {ECO:0000250|UniProtKB:Q9Y4P1}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q9Y4P1}. Mitochondrion {ECO:0000250|UniProtKB:Q9Y4P1}. Note=Mainly localizes to the cytoplasm, including cytosol. A samll potion localizes to mitochondria; phosphorylation at Ser-34 promotes localization to mitochondria. {ECO:0000250|UniProtKB:Q9Y4P1}.
Q8BGH4	reviewed	REEP1_MOUSE	Receptor expression-enhancing protein 1	Reep1 D6Ertd253e	Mus musculus (Mouse)	201	cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]	endoplasmic reticulum tubular network organization [GO:0071786]; protein insertion into membrane [GO:0051205]; regulation of intracellular transport [GO:0032386]	cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; microtubule binding [GO:0008017]; olfactory receptor binding [GO:0031849]; endoplasmic reticulum tubular network organization [GO:0071786]; protein insertion into membrane [GO:0051205]; regulation of intracellular transport [GO:0032386]	microtubule binding [GO:0008017]; olfactory receptor binding [GO:0031849]	SUBCELLULAR LOCATION: Membrane {ECO:0000255}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q9H902}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum {ECO:0000269|PubMed:24668814}. Note=A small proportion is detected at the cell surface. Localizes to endoplasmic reticulum tubular network. {ECO:0000269|PubMed:15550249, ECO:0000269|PubMed:24668814}.
Q8BGV8	reviewed	MID51_MOUSE	Mitochondrial dynamics protein MID51 (Mitochondrial dynamics protein of 51 kDa homolog) (Mitochondrial elongation factor 1) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein-like)	Mief1 Mid51 Smcr7l	Mus musculus (Mouse)	463	mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]	cellular response to hypoxia [GO:0071456]; mitochondrial fission [GO:0000266]; positive regulation of mitochondrial fission [GO:0090141]; positive regulation of protein targeting to membrane [GO:0090314]	mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; ADP binding [GO:0043531]; GDP binding [GO:0019003]; identical protein binding [GO:0042802]; cellular response to hypoxia [GO:0071456]; mitochondrial fission [GO:0000266]; positive regulation of mitochondrial fission [GO:0090141]; positive regulation of protein targeting to membrane [GO:0090314]	ADP binding [GO:0043531]; GDP binding [GO:0019003]; identical protein binding [GO:0042802]	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:24508339}; Single-pass membrane protein {ECO:0000269|PubMed:24508339}.
Q8BGV9	reviewed	ATG4D_MOUSE	Cysteine protease ATG4D (EC 3.4.22.-) (AUT-like 4 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 4) (Autophagin-4) (Autophagy-related protein 4 homolog D) [Cleaved into: Cysteine protease ATG4D, mitochondrial]	Atg4d Apg4d Autl4	Mus musculus (Mouse)	474	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	apoptotic process [GO:0006915]; autophagy [GO:0006914]; mitophagy [GO:0000423]; protein delipidation [GO:0051697]; protein localization to phagophore assembly site [GO:0034497]; protein transport [GO:0015031]; proteolysis [GO:0006508]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; Atg8-specific peptidase activity [GO:0019786]; cysteine-type peptidase activity [GO:0008234]; apoptotic process [GO:0006915]; autophagy [GO:0006914]; mitophagy [GO:0000423]; protein delipidation [GO:0051697]; protein localization to phagophore assembly site [GO:0034497]; protein transport [GO:0015031]; proteolysis [GO:0006508]	Atg8-specific peptidase activity [GO:0019786]; cysteine-type peptidase activity [GO:0008234]	SUBCELLULAR LOCATION: [Cysteine protease ATG4D]: Cytoplasm {ECO:0000250|UniProtKB:Q86TL0}.; SUBCELLULAR LOCATION: [Cysteine protease ATG4D, mitochondrial]: Cytoplasm {ECO:0000250|UniProtKB:Q86TL0}. Mitochondrion matrix {ECO:0000250|UniProtKB:Q86TL0}. Note=Imported into mitochondrial matrix after cleavage by CASP3 during oxidative stress and cell death. {ECO:0000250|UniProtKB:Q86TL0}.
Q8BH04	reviewed	PCKGM_MOUSE	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)	Pck2	Mus musculus (Mouse)	640	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; gluconeogenesis [GO:0006094]; glycerol biosynthetic process from pyruvate [GO:0046327]; hepatocyte differentiation [GO:0070365]; NADH oxidation [GO:0006116]; oxaloacetate metabolic process [GO:0006107]; positive regulation of insulin secretion [GO:0032024]; propionate catabolic process [GO:0019543]; pyruvate metabolic process [GO:0006090]; response to starvation [GO:0042594]	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]; phosphoenolpyruvate carboxykinase activity [GO:0004611]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; gluconeogenesis [GO:0006094]; glycerol biosynthetic process from pyruvate [GO:0046327]; hepatocyte differentiation [GO:0070365]; NADH oxidation [GO:0006116]; oxaloacetate metabolic process [GO:0006107]; positive regulation of insulin secretion [GO:0032024]; propionate catabolic process [GO:0019543]; pyruvate metabolic process [GO:0006090]; response to starvation [GO:0042594]	GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]; phosphoenolpyruvate carboxykinase activity [GO:0004611]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q8BH59	reviewed	S2512_MOUSE	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial (Solute carrier family 25 member 12)	Slc25a12	Mus musculus (Mouse)	677	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]	aspartate transmembrane transport [GO:0015810]; glutamate biosynthetic process [GO:0006537]; L-glutamate transmembrane transport [GO:0015813]; malate-aspartate shuttle [GO:0043490]; negative regulation of glucose catabolic process to lactate via pyruvate [GO:1904024]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of glucose metabolic process [GO:0010907]; positive regulation of myelination [GO:0031643]; response to calcium ion [GO:0051592]	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; 3-sulfino-L-alanine: proton, glutamate antiporter activity [GO:0000514]; acidic amino acid transmembrane transporter activity [GO:0015172]; aspartate:glutamate, proton antiporter activity [GO:0000515]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]; aspartate transmembrane transport [GO:0015810]; glutamate biosynthetic process [GO:0006537]; L-glutamate transmembrane transport [GO:0015813]; malate-aspartate shuttle [GO:0043490]; negative regulation of glucose catabolic process to lactate via pyruvate [GO:1904024]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of glucose metabolic process [GO:0010907]; positive regulation of myelination [GO:0031643]; response to calcium ion [GO:0051592]	3-sulfino-L-alanine: proton, glutamate antiporter activity [GO:0000514]; acidic amino acid transmembrane transporter activity [GO:0015172]; aspartate:glutamate, proton antiporter activity [GO:0000515]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:O75746}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O75746}.
Q8BH95	reviewed	ECHM_MOUSE	Enoyl-CoA hydratase, mitochondrial (mECH) (mECH1) (EC 4.2.1.17) (EC 5.3.3.8) (Enoyl-CoA hydratase 1) (ECHS1) (Short-chain enoyl-CoA hydratase) (SCEH)	Echs1	Mus musculus (Mouse)	290	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	fatty acid beta-oxidation [GO:0006635]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; 3-hydroxypropionyl-CoA dehydratase activity [GO:0043956]; crotonyl-CoA hydratase activity [GO:0120092]; delta(3)-delta(2)-enoyl-CoA isomerase activity [GO:0004165]; enoyl-CoA hydratase activity [GO:0004300]; fatty acid beta-oxidation [GO:0006635]	3-hydroxypropionyl-CoA dehydratase activity [GO:0043956]; crotonyl-CoA hydratase activity [GO:0120092]; delta(3)-delta(2)-enoyl-CoA isomerase activity [GO:0004165]; enoyl-CoA hydratase activity [GO:0004300]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P14604}.
Q8BHC7	reviewed	RHBL4_MOUSE	Rhomboid-related protein 4 (RRP4) (EC 3.4.21.105) (Rhomboid domain-containing protein 1) (mRHBDD1) (Rhomboid-like protein 4)	Rhbdd1 Rhbdl4 MSD-50 MSD50	Mus musculus (Mouse)	315	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; mitochondrial membrane [GO:0031966]	apoptotic process [GO:0006915]; cellular response to unfolded protein [GO:0034620]; cellular response to UV [GO:0034644]; ERAD pathway [GO:0036503]; membrane protein intracellular domain proteolysis [GO:0031293]; membrane protein proteolysis [GO:0033619]; membrane protein proteolysis involved in retrograde protein transport, ER to cytosol [GO:1904211]; negative regulation of apoptotic process [GO:0043066]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein processing [GO:0010954]; positive regulation of secretion [GO:0051047]; post-translational protein modification [GO:0043687]; spermatid differentiation [GO:0048515]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; mitochondrial membrane [GO:0031966]; endopeptidase activity [GO:0004175]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; apoptotic process [GO:0006915]; cellular response to unfolded protein [GO:0034620]; cellular response to UV [GO:0034644]; ERAD pathway [GO:0036503]; membrane protein intracellular domain proteolysis [GO:0031293]; membrane protein proteolysis [GO:0033619]; membrane protein proteolysis involved in retrograde protein transport, ER to cytosol [GO:1904211]; negative regulation of apoptotic process [GO:0043066]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein processing [GO:0010954]; positive regulation of secretion [GO:0051047]; post-translational protein modification [GO:0043687]; spermatid differentiation [GO:0048515]	endopeptidase activity [GO:0004175]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22795130}; Multi-pass membrane protein {ECO:0000305}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q8TEB9}; Multi-pass membrane protein {ECO:0000305}.
Q8BHE3	reviewed	ATCAY_MOUSE	Caytaxin	Atcay	Mus musculus (Mouse)	372	axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; growth cone [GO:0030426]; mitochondrial membrane [GO:0031966]; neuron projection [GO:0043005]; neuron projection terminus [GO:0044306]; perinuclear region of cytoplasm [GO:0048471]; presynapse [GO:0098793]; synapse [GO:0045202]	apoptotic process [GO:0006915]; mitochondrion distribution [GO:0048311]; negative regulation of glutamate metabolic process [GO:2000212]; neuron projection development [GO:0031175]; regulation of protein localization [GO:0032880]	axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; growth cone [GO:0030426]; mitochondrial membrane [GO:0031966]; neuron projection [GO:0043005]; neuron projection terminus [GO:0044306]; perinuclear region of cytoplasm [GO:0048471]; presynapse [GO:0098793]; synapse [GO:0045202]; kinesin binding [GO:0019894]; apoptotic process [GO:0006915]; mitochondrion distribution [GO:0048311]; negative regulation of glutamate metabolic process [GO:2000212]; neuron projection development [GO:0031175]; regulation of protein localization [GO:0032880]	kinesin binding [GO:0019894]	SUBCELLULAR LOCATION: Cell projection, axon {ECO:0000250|UniProtKB:Q1M168}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q1M168}. Presynapse {ECO:0000269|PubMed:17157273}. Mitochondrion {ECO:0000250|UniProtKB:Q1M168}. Cell projection, growth cone {ECO:0000250|UniProtKB:Q1M168}. Cytoplasm {ECO:0000250|UniProtKB:Q86WG3}.
Q8BHG1	reviewed	NRDC_MOUSE	Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase)	Nrdc Nrd1	Mus musculus (Mouse)	1161	dendrite [GO:0030425]; mitochondrion [GO:0005739]	negative regulation of cold-induced thermogenesis [GO:0120163]; positive regulation of axonogenesis [GO:0050772]; positive regulation of membrane protein ectodomain proteolysis [GO:0051044]; positive regulation of myelination [GO:0031643]; proteolysis [GO:0006508]; regulation of endopeptidase activity [GO:0052548]	dendrite [GO:0030425]; mitochondrion [GO:0005739]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; peptidase activity [GO:0008233]; negative regulation of cold-induced thermogenesis [GO:0120163]; positive regulation of axonogenesis [GO:0050772]; positive regulation of membrane protein ectodomain proteolysis [GO:0051044]; positive regulation of myelination [GO:0031643]; proteolysis [GO:0006508]; regulation of endopeptidase activity [GO:0052548]	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; peptidase activity [GO:0008233]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:O43847}. Cell projection, dendrite {ECO:0000269|PubMed:19935654}.
Q8BHS6	reviewed	ARMX3_MOUSE	Armadillo repeat-containing X-linked protein 3	Armcx3 Alex3	Mus musculus (Mouse)	379	axon cytoplasm [GO:1904115]; cytosol [GO:0005829]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nucleus [GO:0005634]	axonal transport of mitochondrion [GO:0019896]; mitochondrion organization [GO:0007005]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization [GO:0008104]	axon cytoplasm [GO:1904115]; cytosol [GO:0005829]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; axonal transport of mitochondrion [GO:0019896]; mitochondrion organization [GO:0007005]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization [GO:0008104]		SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:19304657, ECO:0000269|PubMed:22569362}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:22569362}. Nucleus {ECO:0000269|PubMed:22569362}.
