Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Subcellular location [CC]
Q3TYZ4	unreviewed	Q3TYZ4_MOUSE	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1)	Arhgef2	Mus musculus (Mouse)	637	cell cycle [GO:0007049]; cell differentiation [GO:0030154]; cell division [GO:0051301]; innate immune response [GO:0045087]; nervous system development [GO:0007399]	bicellular tight junction [GO:0005923]; Golgi apparatus [GO:0005794]; spindle [GO:0005819]	bicellular tight junction [GO:0005923]; Golgi apparatus [GO:0005794]; spindle [GO:0005819]; guanyl-nucleotide exchange factor activity [GO:0005085]; metal ion binding [GO:0046872]; cell cycle [GO:0007049]; cell differentiation [GO:0030154]; cell division [GO:0051301]; innate immune response [GO:0045087]; nervous system development [GO:0007399]	SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000256|ARBA:ARBA00004435}. Cytoplasm, cytoskeleton, spindle {ECO:0000256|ARBA:ARBA00004186}. Cytoplasmic vesicle {ECO:0000256|ARBA:ARBA00004541}. Golgi apparatus {ECO:0000256|ARBA:ARBA00004555}. Vesicle {ECO:0000256|ARBA:ARBA00004373}.
Q3TZI7	unreviewed	Q3TZI7_MOUSE	Major prion protein	Prnp	Mus musculus (Mouse)	254	protein homooligomerization [GO:0051260]	Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]	Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; protein homooligomerization [GO:0051260]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004609}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004609}. Golgi apparatus {ECO:0000256|ARBA:ARBA00004555}. Membrane {ECO:0000256|ARBA:ARBA00004589}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004589}.
Q3U184	unreviewed	Q3U184_MOUSE	Conserved oligomeric Golgi complex subunit 8 (Component of oligomeric Golgi complex 8)	Cog8	Mus musculus (Mouse)	578	protein transport [GO:0015031]	Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]	Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]; protein transport [GO:0015031]	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|ARBA:ARBA00004395}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004395}. Membrane {ECO:0000256|ARBA:ARBA00004170}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004170}.
Q3U2T1	unreviewed	Q3U2T1_MOUSE	Carbohydrate sulfotransferase (EC 2.8.2.-)	Chst14 D4st1	Mus musculus (Mouse)	351	carbohydrate biosynthetic process [GO:0016051]	Golgi membrane [GO:0000139]	Golgi membrane [GO:0000139]; sulfotransferase activity [GO:0008146]; carbohydrate biosynthetic process [GO:0016051]	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|ARBA:ARBA00004323, ECO:0000256|RuleBase:RU364020}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004323, ECO:0000256|RuleBase:RU364020}. Membrane {ECO:0000256|ARBA:ARBA00004606}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004606}.
Q3U344	unreviewed	Q3U344_MOUSE	ADP-ribosylation factor	Arf3	Mus musculus (Mouse)	181	protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	Golgi apparatus [GO:0005794]	Golgi apparatus [GO:0005794]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000256|RuleBase:RU369003}.
Q3U3W1	unreviewed	Q3U3W1_MOUSE	Carbohydrate sulfotransferase (EC 2.8.2.-)	Chst14 D4st1	Mus musculus (Mouse)	376	carbohydrate biosynthetic process [GO:0016051]	Golgi membrane [GO:0000139]	Golgi membrane [GO:0000139]; sulfotransferase activity [GO:0008146]; carbohydrate biosynthetic process [GO:0016051]	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|ARBA:ARBA00004323, ECO:0000256|RuleBase:RU364020}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004323, ECO:0000256|RuleBase:RU364020}. Membrane {ECO:0000256|ARBA:ARBA00004606}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004606}.
Q3U4S1	unreviewed	Q3U4S1_MOUSE	Sorting nexin-1	Snx1	Mus musculus (Mouse)	522	intracellular protein transport [GO:0006886]	early endosome membrane [GO:0031901]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]	early endosome membrane [GO:0031901]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]; phosphatidylinositol binding [GO:0035091]; intracellular protein transport [GO:0006886]	SUBCELLULAR LOCATION: Cell projection, lamellipodium {ECO:0000256|ARBA:ARBA00004510}. Early endosome membrane {ECO:0000256|ARBA:ARBA00004469}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004469}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004469}. Endosome membrane {ECO:0000256|ARBA:ARBA00004125}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004125}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004125}. Golgi apparatus, trans-Golgi network membrane {ECO:0000256|ARBA:ARBA00004546}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004546}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004546}. Membrane {ECO:0000256|ARBA:ARBA00004287}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004287}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004287}.
Q3U4S9	unreviewed	Q3U4S9_MOUSE	Coatomer subunit delta	Arcn1	Mus musculus (Mouse)	511	establishment of localization in cell [GO:0051649]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]	COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]; establishment of localization in cell [GO:0051649]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|RuleBase:RU364018, ECO:0000256|RuleBase:RU366052}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000256|RuleBase:RU364018, ECO:0000256|RuleBase:RU366052}; Peripheral membrane protein {ECO:0000256|RuleBase:RU364018, ECO:0000256|RuleBase:RU366052}; Cytoplasmic side {ECO:0000256|RuleBase:RU364018, ECO:0000256|RuleBase:RU366052}. Golgi apparatus membrane {ECO:0000256|RuleBase:RU364018, ECO:0000256|RuleBase:RU366052}; Peripheral membrane protein {ECO:0000256|RuleBase:RU364018, ECO:0000256|RuleBase:RU366052}; Cytoplasmic side {ECO:0000256|RuleBase:RU364018, ECO:0000256|RuleBase:RU366052}. Membrane {ECO:0000256|ARBA:ARBA00004287}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004287}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004287}.
Q3U5C3	unreviewed	Q3U5C3_MOUSE	SEC7 domain-containing protein	Arfgef2	Mus musculus (Mouse)	794	protein transport [GO:0015031]; regulation of ARF protein signal transduction [GO:0032012]	Golgi apparatus [GO:0005794]	Golgi apparatus [GO:0005794]; guanyl-nucleotide exchange factor activity [GO:0005085]; protein transport [GO:0015031]; regulation of ARF protein signal transduction [GO:0032012]	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network {ECO:0000256|ARBA:ARBA00004601}.
Q3U5F9	unreviewed	Q3U5F9_MOUSE	Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8)	Cog8	Mus musculus (Mouse)	640	protein transport [GO:0015031]	Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]	Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]; protein transport [GO:0015031]	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|ARBA:ARBA00004395, ECO:0000256|PIRNR:PIRNR015415}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004395, ECO:0000256|PIRNR:PIRNR015415}. Membrane {ECO:0000256|ARBA:ARBA00004170}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004170}.
Q3U6A3	unreviewed	Q3U6A3_MOUSE	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein)	Cd14	Mus musculus (Mouse)	366	inflammatory response [GO:0006954]; innate immune response [GO:0045087]	extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]	extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004609}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004609}. Golgi apparatus {ECO:0000256|ARBA:ARBA00004555}. Membrane raft {ECO:0000256|ARBA:ARBA00004285}. Secreted {ECO:0000256|ARBA:ARBA00004613}.
Q3U9H7	unreviewed	Q3U9H7_MOUSE	GOLD domain-containing protein	Tmed2	Mus musculus (Mouse)	120	protein transport [GO:0015031]	endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]	endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; protein transport [GO:0015031]	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004115}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004115}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000256|ARBA:ARBA00004151}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004151}. Golgi apparatus, cis-Golgi network membrane {ECO:0000256|ARBA:ARBA00004619}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004619}. Membrane {ECO:0000256|ARBA:ARBA00004479, ECO:0000256|RuleBase:RU003827}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004479, ECO:0000256|RuleBase:RU003827}.
Q3U9K4	unreviewed	Q3U9K4_MOUSE	Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase)	Galnt7	Mus musculus (Mouse)	546	protein glycosylation [GO:0006486]	Golgi membrane [GO:0000139]	Golgi membrane [GO:0000139]; carbohydrate binding [GO:0030246]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]; protein glycosylation [GO:0006486]	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|RuleBase:RU361242}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU361242}. Membrane {ECO:0000256|ARBA:ARBA00004606}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004606}.
Q3U9K9	unreviewed	Q3U9K9_MOUSE	Trafficking protein particle complex subunit	Trappc3	Mus musculus (Mouse)	180	Golgi vesicle transport [GO:0048193]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; TRAPP complex [GO:0030008]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; TRAPP complex [GO:0030008]; Golgi vesicle transport [GO:0048193]	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000256|ARBA:ARBA00004240}. Golgi apparatus, cis-Golgi network {ECO:0000256|ARBA:ARBA00004222, ECO:0000256|PIRNR:PIRNR018293}.
Q3U9T7	unreviewed	Q3U9T7_MOUSE	GOLD domain-containing protein	Tmed5	Mus musculus (Mouse)	229	protein transport [GO:0015031]	endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]	endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; protein transport [GO:0015031]	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004115}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004115}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000256|ARBA:ARBA00004151}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004151}. Golgi apparatus, cis-Golgi network membrane {ECO:0000256|ARBA:ARBA00004619}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004619}. Membrane {ECO:0000256|ARBA:ARBA00004479, ECO:0000256|RuleBase:RU003827}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004479, ECO:0000256|RuleBase:RU003827}.
Q3UA21	unreviewed	Q3UA21_MOUSE	t-SNARE coiled-coil homology domain-containing protein	Stx6	Mus musculus (Mouse)	255	Golgi vesicle transport [GO:0048193]; intracellular protein transport [GO:0006886]	Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]	Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]; SNAP receptor activity [GO:0005484]; Golgi vesicle transport [GO:0048193]; intracellular protein transport [GO:0006886]	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|ARBA:ARBA00004409}; Single-pass type IV membrane protein {ECO:0000256|ARBA:ARBA00004409}.
Q3UA32	unreviewed	Q3UA32_MOUSE	Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase)	Galnt2	Mus musculus (Mouse)	544	protein glycosylation [GO:0006486]	Golgi membrane [GO:0000139]	Golgi membrane [GO:0000139]; carbohydrate binding [GO:0030246]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]; protein glycosylation [GO:0006486]	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|RuleBase:RU361242}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU361242}. Membrane {ECO:0000256|ARBA:ARBA00004606}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004606}.
Q3UB18	unreviewed	Q3UB18_MOUSE	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein)	Cd14	Mus musculus (Mouse)	240		extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]	extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004609}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004609}. Golgi apparatus {ECO:0000256|ARBA:ARBA00004555}. Membrane raft {ECO:0000256|ARBA:ARBA00004285}. Secreted {ECO:0000256|ARBA:ARBA00004613}.
Q3UBH0	unreviewed	Q3UBH0_MOUSE	Major prion protein	Prnp	Mus musculus (Mouse)	254	protein homooligomerization [GO:0051260]	Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]	Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; protein homooligomerization [GO:0051260]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004609}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004609}. Golgi apparatus {ECO:0000256|ARBA:ARBA00004555}. Membrane {ECO:0000256|ARBA:ARBA00004589}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004589}.
Q3UCR6	unreviewed	Q3UCR6_MOUSE	NICE-3		Mus musculus (Mouse)	253		Golgi apparatus [GO:0005794]; membrane [GO:0016020]; mitochondrion [GO:0005739]	Golgi apparatus [GO:0005794]; membrane [GO:0016020]; mitochondrion [GO:0005739]	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000256|ARBA:ARBA00004555}. Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}. Mitochondrion {ECO:0000256|ARBA:ARBA00004173}.
Q3UDH0	unreviewed	Q3UDH0_MOUSE	Protein-tyrosine sulfotransferase (EC 2.8.2.20)	Tpst2	Mus musculus (Mouse)	375	peptidyl-tyrosine sulfation [GO:0006478]	Golgi membrane [GO:0000139]	Golgi membrane [GO:0000139]; protein-tyrosine sulfotransferase activity [GO:0008476]; peptidyl-tyrosine sulfation [GO:0006478]	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|ARBA:ARBA00004323}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004323}.
Q3UDN2	unreviewed	Q3UDN2_MOUSE	Vacuolar protein sorting-associated protein 53 homolog	Vps53	Mus musculus (Mouse)	832	retrograde transport, endosome to Golgi [GO:0042147]	cytosol [GO:0005829]; endosome membrane [GO:0010008]; GARP complex [GO:0000938]	cytosol [GO:0005829]; endosome membrane [GO:0010008]; GARP complex [GO:0000938]; retrograde transport, endosome to Golgi [GO:0042147]	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000256|ARBA:ARBA00004481}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004481}. Golgi apparatus, trans-Golgi network membrane {ECO:0000256|ARBA:ARBA00004150}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004150}. Membrane {ECO:0000256|ARBA:ARBA00004170}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004170}.
Q3UE19	unreviewed	Q3UE19_MOUSE	ADP-ribosylation factor-binding protein GGA2	Gga2	Mus musculus (Mouse)	603	intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]	early endosome membrane [GO:0031901]; trans-Golgi network [GO:0005802]	early endosome membrane [GO:0031901]; trans-Golgi network [GO:0005802]; phosphatidylinositol binding [GO:0035091]; small GTPase binding [GO:0031267]; ubiquitin binding [GO:0043130]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]	SUBCELLULAR LOCATION: Early endosome membrane {ECO:0000256|ARBA:ARBA00004220}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004220}. Endosome membrane {ECO:0000256|ARBA:ARBA00004481}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004481}. Golgi apparatus, trans-Golgi network membrane {ECO:0000256|ARBA:ARBA00004150}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004150}. Membrane {ECO:0000256|ARBA:ARBA00004170}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004170}.
Q3UE54	unreviewed	Q3UE54_MOUSE	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein)	Cd14	Mus musculus (Mouse)	366	inflammatory response [GO:0006954]; innate immune response [GO:0045087]	extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]	extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004609}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004609}. Golgi apparatus {ECO:0000256|ARBA:ARBA00004555}. Membrane raft {ECO:0000256|ARBA:ARBA00004285}. Secreted {ECO:0000256|ARBA:ARBA00004613}.
Q3UF68	unreviewed	Q3UF68_MOUSE	Major prion protein	Prnp	Mus musculus (Mouse)	254	protein homooligomerization [GO:0051260]	Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]	Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; protein homooligomerization [GO:0051260]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004609}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004609}. Golgi apparatus {ECO:0000256|ARBA:ARBA00004555}. Membrane {ECO:0000256|ARBA:ARBA00004589}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004589}.
Q3UG89	unreviewed	Q3UG89_MOUSE	Major prion protein	Prnp	Mus musculus (Mouse)	254	protein homooligomerization [GO:0051260]	Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]	Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; protein homooligomerization [GO:0051260]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004609}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004609}. Golgi apparatus {ECO:0000256|ARBA:ARBA00004555}. Membrane {ECO:0000256|ARBA:ARBA00004589}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004589}.
Q3UJY2	unreviewed	Q3UJY2_MOUSE	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase (EC 2.4.1.135)	B3gat3	Mus musculus (Mouse)	335	protein glycosylation [GO:0006486]	Golgi membrane [GO:0000139]	Golgi membrane [GO:0000139]; galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity [GO:0015018]; metal ion binding [GO:0046872]; protein glycosylation [GO:0006486]	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|RuleBase:RU363127}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU363127}. Membrane {ECO:0000256|ARBA:ARBA00004606}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004606}.
Q3UL16	unreviewed	Q3UL16_MOUSE	Chloride channel protein	Clcn5	Mus musculus (Mouse)	746		endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]	endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; voltage-gated chloride channel activity [GO:0005247]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Endosome membrane {ECO:0000256|ARBA:ARBA00004337}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004337}. Golgi apparatus membrane {ECO:0000256|ARBA:ARBA00004653}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004653}. Membrane {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU361221}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU361221}.
Q3UM52	unreviewed	Q3UM52_MOUSE	Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase)	Galnt2	Mus musculus (Mouse)	618	protein glycosylation [GO:0006486]	Golgi membrane [GO:0000139]	Golgi membrane [GO:0000139]; carbohydrate binding [GO:0030246]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]; protein glycosylation [GO:0006486]	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|RuleBase:RU361242}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU361242}. Membrane {ECO:0000256|ARBA:ARBA00004606}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004606}.
