"","Entry","From","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology..cellular.component.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","X.1","NegControl.1","NegControl.2","INT.1","INT.2","INT.3","INT.4","POS.1","POS.2","POS.3","POS.4","pvalue","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","X","log10pvalue","diffexpressed","unpacked"
"33","A2A8L1","A2A8L1","reviewed","CHD5_MOUSE","Chromodomain-helicase-DNA-binding protein 5 (CHD-5) (EC 3.6.4.12) (ATP-dependent helicase CHD5)","Chd5 Kiaa0444","Mus musculus (Mouse)",1946,"cerebral cortex neuron differentiation [GO:0021895]; chromatin remodeling [GO:0006338]; histone H3-K27 trimethylation [GO:0098532]; histone H4 acetylation [GO:0043967]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of signal transduction by p53 class mediator [GO:1901798]; regulation of cell differentiation [GO:0045595]; regulation of transcription by RNA polymerase II [GO:0006357]; sperm DNA condensation [GO:0035092]; transcription by RNA polymerase II [GO:0006366]","chromatin [GO:0000785]; cytosol [GO:0005829]; heterochromatin [GO:0000792]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]","chromatin [GO:0000785]; cytosol [GO:0005829]; heterochromatin [GO:0000792]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; H3K27me3 modified histone binding [GO:0061628]; histone binding [GO:0042393]; histone deacetylase binding [GO:0042826]; metal ion binding [GO:0046872]; cerebral cortex neuron differentiation [GO:0021895]; chromatin remodeling [GO:0006338]; histone H3-K27 trimethylation [GO:0098532]; histone H4 acetylation [GO:0043967]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of signal transduction by p53 class mediator [GO:1901798]; regulation of cell differentiation [GO:0045595]; regulation of transcription by RNA polymerase II [GO:0006357]; sperm DNA condensation [GO:0035092]; transcription by RNA polymerase II [GO:0006366]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; H3K27me3 modified histone binding [GO:0061628]; histone binding [GO:0042393]; histone deacetylase binding [GO:0042826]; metal ion binding [GO:0046872]",818,11.75442824,10.25609072,13.60014522,14.76704643,13.96884676,14.2753243,12.94418129,14.41745699,13.80100098,13.94918837,0.443816524,-0.37488377,0.443816524,0.666747405,NA,3.52796532323873,"NS","A2A8L1"
"35","A2A8Z1","A2A8Z1","reviewed","OSBL9_MOUSE","Oxysterol-binding protein-related protein 9 (ORP-9) (OSBP-related protein 9)","Osbpl9 Orp9","Mus musculus (Mouse)",736,"","cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; late endosome membrane [GO:0031902]; membrane [GO:0016020]","cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; late endosome membrane [GO:0031902]; membrane [GO:0016020]; sterol binding [GO:0032934]; sterol transporter activity [GO:0015248]","sterol binding [GO:0032934]; sterol transporter activity [GO:0015248]",1377,12.6874926,12.86000238,17.6495987,18.39125856,17.81506818,17.63086241,15.5727089,17.35221587,17.32364673,16.77023611,0.032587352,-1.116995065,0.032587352,0.181288,NA,14.8695092822804,"INT","A2A8Z1"
"36","A2AGT5","A2AGT5","reviewed","CKAP5_MOUSE","Cytoskeleton-associated protein 5","Ckap5","Mus musculus (Mouse)",2032,"cell division [GO:0051301]; central nervous system myelin formation [GO:0032289]; centrosome cycle [GO:0007098]; centrosome duplication [GO:0051298]; cytoplasmic translation [GO:0002181]; dendritic spine maintenance [GO:0097062]; establishment or maintenance of microtubule cytoskeleton polarity [GO:0030951]; excitatory postsynaptic potential [GO:0060079]; habituation [GO:0046959]; locomotory behavior [GO:0007626]; long-term synaptic potentiation [GO:0060291]; microtubule polymerization [GO:0046785]; mitotic spindle organization [GO:0007052]; mRNA localization resulting in post-transcriptional regulation of gene expression [GO:0010609]; positive regulation of endocytosis [GO:0045807]; positive regulation of microtubule nucleation [GO:0090063]; ribonucleoprotein complex assembly [GO:0022618]; RNA transport [GO:0050658]; spindle organization [GO:0007051]; visual learning [GO:0008542]","centrosome [GO:0005813]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; kinetochore [GO:0000776]; microtubule plus-end [GO:0035371]; neuronal ribonucleoprotein granule [GO:0071598]; nucleolus [GO:0005730]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]; spindle pole [GO:0000922]","centrosome [GO:0005813]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; kinetochore [GO:0000776]; microtubule plus-end [GO:0035371]; neuronal ribonucleoprotein granule [GO:0071598]; nucleolus [GO:0005730]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]; spindle pole [GO:0000922]; microtubule binding [GO:0008017]; microtubule plus end polymerase [GO:0061863]; microtubule plus-end binding [GO:0051010]; ribonucleoprotein complex binding [GO:0043021]; cell division [GO:0051301]; central nervous system myelin formation [GO:0032289]; centrosome cycle [GO:0007098]; centrosome duplication [GO:0051298]; cytoplasmic translation [GO:0002181]; dendritic spine maintenance [GO:0097062]; establishment or maintenance of microtubule cytoskeleton polarity [GO:0030951]; excitatory postsynaptic potential [GO:0060079]; habituation [GO:0046959]; locomotory behavior [GO:0007626]; long-term synaptic potentiation [GO:0060291]; microtubule polymerization [GO:0046785]; mitotic spindle organization [GO:0007052]; mRNA localization resulting in post-transcriptional regulation of gene expression [GO:0010609]; positive regulation of endocytosis [GO:0045807]; positive regulation of microtubule nucleation [GO:0090063]; ribonucleoprotein complex assembly [GO:0022618]; RNA transport [GO:0050658]; spindle organization [GO:0007051]; visual learning [GO:0008542]","microtubule binding [GO:0008017]; microtubule plus end polymerase [GO:0061863]; microtubule plus-end binding [GO:0051010]; ribonucleoprotein complex binding [GO:0043021]",1325,11.27222153,12.2399863,15.07276067,15.9884628,15.39121002,15.47164346,13.60235091,15.04131692,14.62102161,14.67975498,0.035282231,-0.994908137,0.035282231,0.187434978,NA,14.5244396094512,"INT","A2AGT5"
"37","A2AIX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898,12.81585694,12.17170651,14.88012693,15.48819134,15.19905362,15.13839181,14.08006801,15.12782278,15.1102386,14.64983619,0.169325812,-0.434449528,0.169325812,0.403510342,NA,7.71276833062373,"NS","A2AIX1"
"38","A2AJ88","A2AJ88","reviewed","PLPL7_MOUSE","Patatin-like phospholipase domain-containing protein 7 (EC 3.1.1.-) (EC 3.1.1.5) (Neuropathy target esterase-related esterase) (NRE) (NTE-related esterase)","Pnpla7","Mus musculus (Mouse)",1352,"phosphatidylcholine catabolic process [GO:0034638]","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; carboxylic ester hydrolase activity [GO:0052689]; lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]; phosphatidylcholine catabolic process [GO:0034638]","carboxylic ester hydrolase activity [GO:0052689]; lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]",750,12.05426514,11.62397291,15.13354362,16.02935194,15.21295229,15.04332639,14.16694763,15.83555701,15.2280295,14.88240424,0.434058053,-0.326558966,0.434058053,0.660611229,NA,3.62452181981753,"NS","A2AJ88"
"39","A2AN08","A2AN08","reviewed","UBR4_MOUSE","E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Zinc finger UBR1-type protein 1) (p600)","Ubr4 Kiaa0462 Zubr1","Mus musculus (Mouse)",5180,"ubiquitin-dependent protein catabolic process [GO:0006511]","centrosome [GO:0005813]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]","centrosome [GO:0005813]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; calmodulin binding [GO:0005516]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; ubiquitin-dependent protein catabolic process [GO:0006511]","calmodulin binding [GO:0005516]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]",875,13.08290497,14.11362946,15.91491974,16.39222698,16.11098412,15.99636594,14.7819874,16.31132623,15.93112992,15.76311542,0.310204446,-0.40673445,0.310204446,0.558094091,NA,5.08351981959457,"NS","A2AN08"
"40","A2APT9","A2APT9","reviewed","KLD7A_MOUSE","Kelch domain-containing protein 7A","Klhdc7a","Mus musculus (Mouse)",773,"","membrane [GO:0016020]","membrane [GO:0016020]","",1495,12.31170391,13.31171944,16.53974459,17.50360694,16.95046432,16.94145232,14.50332288,16.163342,15.6561266,15.51519663,0.00801685,-1.524320015,0.00801685,0.131329092,NA,20.9599624223294,"INT","A2APT9"
"41","A2ARP1","A2ARP1","reviewed","VIP1_MOUSE","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 1) (Histidine acid phosphatase domain-containing protein 2A) (InsP6 and PP-IP5 kinase 1) (VIP1 homolog)","Ppip5k1 Hisppd2a Kiaa0377 Vip1","Mus musculus (Mouse)",1436,"inositol metabolic process [GO:0006020]; inositol phosphate biosynthetic process [GO:0032958]; phosphorylation [GO:0016310]","cytosol [GO:0005829]; plasma membrane [GO:0005886]","cytosol [GO:0005829]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; diphosphoinositol-pentakisphosphate kinase activity [GO:0033857]; inositol heptakisphosphate kinase activity [GO:0000829]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate kinase activity [GO:0000828]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]; inositol metabolic process [GO:0006020]; inositol phosphate biosynthetic process [GO:0032958]; phosphorylation [GO:0016310]","ATP binding [GO:0005524]; diphosphoinositol-pentakisphosphate kinase activity [GO:0033857]; inositol heptakisphosphate kinase activity [GO:0000829]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate kinase activity [GO:0000828]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]",877,12.82918757,13.38235383,15.05418033,15.88402739,15.64176954,15.52331691,14.51212316,15.16219461,15.48538909,15.30936977,0.180790956,-0.408554384,0.180790956,0.413889407,NA,7.42823298736402,"NS","A2ARP1"
"43","A2AWA9","A2AWA9","reviewed","RBGP1_MOUSE","Rab GTPase-activating protein 1 (GAP and centrosome-associated protein) (Rab6 GTPase-activating protein GAPCenA)","Rabgap1 Kiaa4104","Mus musculus (Mouse)",1064,"activation of GTPase activity [GO:0090630]; cell cycle [GO:0007049]; regulation of GTPase activity [GO:0043087]","cytosol [GO:0005829]; microtubule organizing center [GO:0005815]","cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; GTPase activator activity [GO:0005096]; small GTPase binding [GO:0031267]; activation of GTPase activity [GO:0090630]; cell cycle [GO:0007049]; regulation of GTPase activity [GO:0043087]","GTPase activator activity [GO:0005096]; small GTPase binding [GO:0031267]",332,12.23614183,11.35781251,14.79086709,15.56353524,15.12174613,14.94349387,14.19913855,15.47418996,15.65251697,15.3560688,0.867953973,0.065567988,0.867953973,0.929543349,NA,0.615033045494503,"NS","A2AWA9"
"44","A3KGS3","A3KGS3","reviewed","RGPA2_MOUSE","Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (P220)","Ralgapa2 Kiaa1272","Mus musculus (Mouse)",1872,"activation of GTPase activity [GO:0090630]; Ral protein signal transduction [GO:0032484]; regulation of exocyst localization [GO:0060178]; regulation of protein localization [GO:0032880]; regulation of small GTPase mediated signal transduction [GO:0051056]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; GTPase activator activity [GO:0005096]; protein heterodimerization activity [GO:0046982]; activation of GTPase activity [GO:0090630]; Ral protein signal transduction [GO:0032484]; regulation of exocyst localization [GO:0060178]; regulation of protein localization [GO:0032880]; regulation of small GTPase mediated signal transduction [GO:0051056]","GTPase activator activity [GO:0005096]; protein heterodimerization activity [GO:0046982]",1284,13.30819833,15.67787355,15.13581804,15.45929949,15.48880471,15.07208222,13.79585778,15.14213841,14.69090416,14.01004738,0.148205383,-0.879264182,0.148205383,0.371653498,NA,8.29136021965735,"NS_INT","A3KGS3"
"45","A6H8H2","A6H8H2","reviewed","DEN4C_MOUSE","DENN domain-containing protein 4C","Dennd4c","Mus musculus (Mouse)",1906,"cellular response to insulin stimulus [GO:0032869]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; regulation of Rab protein signal transduction [GO:0032483]","cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; insulin-responsive compartment [GO:0032593]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; retromer complex [GO:0030904]","cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; insulin-responsive compartment [GO:0032593]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; retromer complex [GO:0030904]; guanyl-nucleotide exchange factor activity [GO:0005085]; cellular response to insulin stimulus [GO:0032869]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; regulation of Rab protein signal transduction [GO:0032483]","guanyl-nucleotide exchange factor activity [GO:0005085]",1309,12.52294626,12.97660641,15.67538502,16.33175671,15.86348705,16.05768124,14.11635939,15.46899561,15.3177659,15.23910572,0.023033514,-0.946520852,0.023033514,0.156951638,NA,16.3763980088112,"INT","A6H8H2"
"46","A6ZI46","A6ZI46","unreviewed","A6ZI46_MOUSE","Fructose-bisphosphate aldolase (EC 4.1.2.13)","Aldoart1","Mus musculus (Mouse)",419,"fructose 1,6-bisphosphate metabolic process [GO:0030388]; glycolytic process [GO:0006096]","cytosol [GO:0005829]; sperm fibrous sheath [GO:0035686]","cytosol [GO:0005829]; sperm fibrous sheath [GO:0035686]; fructose-bisphosphate aldolase activity [GO:0004332]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; glycolytic process [GO:0006096]","fructose-bisphosphate aldolase activity [GO:0004332]",849,15.37622716,17.16658478,17.3274149,17.51733522,17.08787078,17.49294848,16.4477816,17.26700609,17.33440272,16.79767588,0.356998502,-0.39467577,0.356998502,0.601010177,NA,4.47333606225339,"NS","A6ZI46"
"47","A8DUK4","A8DUK4","unreviewed","A8DUK4_MOUSE","Beta-globin (Globin a1) (Hemoglobin, beta adult s chain) (Hemoglobin, beta adult t chain)","Hbb-bs Glna1 Hbb-bt Hbbt1 Hbbt2","Mus musculus (Mouse)",147,"hydrogen peroxide catabolic process [GO:0042744]","extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]","extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin beta binding [GO:0031722]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; protein-containing complex binding [GO:0044877]; hydrogen peroxide catabolic process [GO:0042744]","haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin beta binding [GO:0031722]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; protein-containing complex binding [GO:0044877]",279,15.03333696,15.62750539,16.57344009,16.54239712,16.45058302,16.69152544,16.28883004,16.87795509,17.02117519,16.62356718,0.494305852,0.138395456,0.494305852,0.709259276,NA,3.06004247972839,"NS","A8DUK4"
"52","B1AR17","B1AR17","unreviewed","B1AR17_MOUSE","DNA helicase (EC 3.6.4.12)","Chd3","Mus musculus (Mouse)",2055,"centrosome cycle [GO:0007098]; chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; histone deacetylation [GO:0016575]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of cell fate specification [GO:0042659]; regulation of stem cell differentiation [GO:2000736]; spindle organization [GO:0007051]","centriolar satellite [GO:0034451]; centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; PML body [GO:0016605]","centriolar satellite [GO:0034451]; centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; PML body [GO:0016605]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone binding [GO:0042393]; metal ion binding [GO:0046872]; transcription cis-regulatory region binding [GO:0000976]; centrosome cycle [GO:0007098]; chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; histone deacetylation [GO:0016575]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of cell fate specification [GO:0042659]; regulation of stem cell differentiation [GO:2000736]; spindle organization [GO:0007051]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone binding [GO:0042393]; metal ion binding [GO:0046872]; transcription cis-regulatory region binding [GO:0000976]",818,11.75442824,10.25609072,13.60014522,14.76704643,13.96884676,14.2753243,12.94418129,14.41745699,13.80100098,13.94918837,0.443816524,-0.37488377,0.443816524,0.666747405,NA,3.52796532323873,"NS","B1AR17"
