"","Entry","From","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","Gene.Ontology..cellular.component.","Subcellular.location..CC.","Transmembrane","Protein","POS_F.1","POS_F.2","POS_M.1","POS_M.2","pvalue","log2FC","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","Gene"
"811","Q6A068","Q6A068","reviewed","CDC5L_MOUSE","Cell division cycle 5-like protein (Cdc5-like protein)","Cdc5l Kiaa0432","Mus musculus (Mouse)",802,"cell cycle [GO:0007049]; cellular response to nerve growth factor stimulus [GO:1990090]; cellular response to wortmannin [GO:1904568]; DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]","catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-DNA complex [GO:0032993]; Prp19 complex [GO:0000974]; spliceosomal complex [GO:0005681]; U2-type catalytic step 2 spliceosome [GO:0071007]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; leucine zipper domain binding [GO:0043522]; protein kinase binding [GO:0019901]; protein phosphatase 1 binding [GO:0008157]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; transcription corepressor binding [GO:0001222]; WD40-repeat domain binding [GO:0071987]; cell cycle [GO:0007049]; cellular response to nerve growth factor stimulus [GO:1990090]; cellular response to wortmannin [GO:1904568]; DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]","DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; leucine zipper domain binding [GO:0043522]; protein kinase binding [GO:0019901]; protein phosphatase 1 binding [GO:0008157]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; transcription corepressor binding [GO:0001222]; WD40-repeat domain binding [GO:0071987]","catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-DNA complex [GO:0032993]; Prp19 complex [GO:0000974]; spliceosomal complex [GO:0005681]; U2-type catalytic step 2 spliceosome [GO:0071007]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00625, ECO:0000269|PubMed:10570151}. Nucleus speckle {ECO:0000255|PROSITE-ProRule:PRU00625, ECO:0000269|PubMed:10570151}. Cytoplasm {ECO:0000269|PubMed:10570151}. Note=May shuttle between cytoplasm and nucleus. {ECO:0000269|PubMed:10570151}.","","Q6A068;A0A1W2P855;A0A1W2P7Z8;A0A1W2P7S8;A0A1W2P7H4;A0A1W2P6Q8",13.82724345,14.93801741,14.89723097,14.64487023,0.544455429,-0.388420169,-0.388420169,0.544455429,0.992111037,"Cdc5l"
"812","Q6A0A2","Q6A0A2","reviewed","LAR4B_MOUSE","La-related protein 4B (La ribonucleoprotein domain family member 4B) (La ribonucleoprotein domain family member 5) (La-related protein 5)","Larp4b D13Wsu64e Kiaa0217 Larp5","Mus musculus (Mouse)",741,"positive regulation of 3'-UTR-mediated mRNA stabilization [GO:1905870]; positive regulation of translation [GO:0045727]","cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]; mRNA 3'-UTR binding [GO:0003730]; positive regulation of 3'-UTR-mediated mRNA stabilization [GO:1905870]; positive regulation of translation [GO:0045727]","mRNA 3'-UTR binding [GO:0003730]","cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q92615}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs in response to arsenite treatment. {ECO:0000250|UniProtKB:Q92615}.","","Q6A0A2",14.07196507,14.75619143,14.55434902,14.66494721,0.6478268,-0.195569862,-0.195569862,0.6478268,0.992111037,"Larp4b"
"813","Q6A0A9","Q6A0A9","reviewed","F120A_MOUSE","Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated SRC activator) (Protein FAM120A)","FAM120A Kiaa0183 Ossa","Mus musculus (Mouse)",1112,"","cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; RNA binding [GO:0003723]","RNA binding [GO:0003723]","cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9NZB2}. Cell membrane {ECO:0000250|UniProtKB:Q9NZB2}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9NZB2}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9NZB2}. Note=Translocates from the cytosol to plasma membrane after UV irradiation. {ECO:0000250|UniProtKB:Q9NZB2}.","","Q6A0A9",15.48702945,17.02507466,16.56209899,16.59860438,0.593568377,-0.324299628,-0.324299628,0.593568377,0.992111037,"FAM120A"
"814","Q6A4J8","Q6A4J8","reviewed","UBP7_MOUSE","Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (mHAUSP) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)","Usp7 Hausp","Mus musculus (Mouse)",1103,"disruption by symbiont of host cell PML body [GO:0075342]; negative regulation of gene expression via CpG island methylation [GO:0044027]; negative regulation of gluconeogenesis [GO:0045721]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA demethylation [GO:1901537]; protein deubiquitination [GO:0016579]; protein stabilization [GO:0050821]; regulation of circadian rhythm [GO:0042752]; regulation of DNA-binding transcription factor activity [GO:0051090]; regulation of protein stability [GO:0031647]; regulation of retrograde transport, endosome to Golgi [GO:1905279]; rhythmic process [GO:0048511]; transcription-coupled nucleotide-excision repair [GO:0006283]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-containing complex [GO:0032991]; XY body [GO:0001741]; cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; deubiquitinase activity [GO:0101005]; identical protein binding [GO:0042802]; K48-linked deubiquitinase activity [GO:1990380]; p53 binding [GO:0002039]; disruption by symbiont of host cell PML body [GO:0075342]; negative regulation of gene expression via CpG island methylation [GO:0044027]; negative regulation of gluconeogenesis [GO:0045721]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA demethylation [GO:1901537]; protein deubiquitination [GO:0016579]; protein stabilization [GO:0050821]; regulation of circadian rhythm [GO:0042752]; regulation of DNA-binding transcription factor activity [GO:0051090]; regulation of protein stability [GO:0031647]; regulation of retrograde transport, endosome to Golgi [GO:1905279]; rhythmic process [GO:0048511]; transcription-coupled nucleotide-excision repair [GO:0006283]","cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; deubiquitinase activity [GO:0101005]; identical protein binding [GO:0042802]; K48-linked deubiquitinase activity [GO:1990380]; p53 binding [GO:0002039]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-containing complex [GO:0032991]; XY body [GO:0001741]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q93009}. Cytoplasm {ECO:0000250|UniProtKB:Q93009}. Nucleus, PML body {ECO:0000250|UniProtKB:Q93009}. Chromosome {ECO:0000250|UniProtKB:Q93009}. Note=Present in a minority of ND10 nuclear bodies. Association with ICP0/VMW110 at early times of infection leads to an increased proportion of USP7-containing ND10. Colocalizes with ATXN1 in the nucleus. Colocalized with DAXX in speckled structures. Colocalized with PML and PTEN in promyelocytic leukemia protein (PML) nuclear bodies. {ECO:0000250|UniProtKB:Q93009}.","","Q6A4J8",13.20566847,14.66496162,14.83357747,14.22450518,0.363356437,-0.59372628,-0.59372628,0.363356437,0.992111037,"Usp7"
"815","Q6AW69","Q6AW69","reviewed","CGNL1_MOUSE","Cingulin-like protein 1 (Junction-associated coiled-coil protein)","Cgnl1 Jacop Kiaa1749","Mus musculus (Mouse)",1297,"actin filament organization [GO:0007015]; negative regulation of small GTPase mediated signal transduction [GO:0051058]; negative regulation of stress fiber assembly [GO:0051497]; protein localization to cell-cell junction [GO:0150105]","actin cytoskeleton [GO:0015629]; apical junction complex [GO:0043296]; bicellular tight junction [GO:0005923]; myosin complex [GO:0016459]; protein-containing complex [GO:0032991]; actin filament organization [GO:0007015]; negative regulation of small GTPase mediated signal transduction [GO:0051058]; negative regulation of stress fiber assembly [GO:0051497]; protein localization to cell-cell junction [GO:0150105]","","actin cytoskeleton [GO:0015629]; apical junction complex [GO:0043296]; bicellular tight junction [GO:0005923]; myosin complex [GO:0016459]; protein-containing complex [GO:0032991]","SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000269|PubMed:15292197}. Note=Localizes to the apical junction complex composed of tight and adherens junctions. In the liver and kidney, it is also found along non-junctional actin filament bundles in addition to the apical junction. {ECO:0000269|PubMed:15292197}.","","Q6AW69",10.30492167,12.25003189,12.58127121,11.96596461,0.189654824,-0.996141132,-0.996141132,0.189654824,0.992111037,"Cgnl1"
"816","Q6DIC0","Q6DIC0","reviewed","SMCA2_MOUSE","Probable global transcription activator SNF2L2 (EC 3.6.4.-) (ATP-dependent helicase SMARCA2) (BRG1-associated factor 190B) (BAF190B) (Protein brahma homolog) (SNF2-alpha) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2)","Smarca2 Baf190b Brm Snf2a Snf2l2","Mus musculus (Mouse)",1577,"aortic smooth muscle cell differentiation [GO:0035887]; cell population proliferation [GO:0008283]; chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; fibroblast proliferation [GO:0048144]; hematopoietic stem cell homeostasis [GO:0061484]; negative regulation of cell differentiation [GO:0045596]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of fibroblast proliferation [GO:0048147]; nervous system development [GO:0007399]; nucleosome assembly [GO:0006334]; positive regulation of cell differentiation [GO:0045597]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of G0 to G1 transition [GO:0070316]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; regulation of nucleotide-excision repair [GO:2000819]; regulation of transcription by RNA polymerase II [GO:0006357]","bBAF complex [GO:0140092]; brahma complex [GO:0035060]; chromatin [GO:0000785]; GBAF complex [GO:0140288]; intermediate filament cytoskeleton [GO:0045111]; intracellular membrane-bounded organelle [GO:0043231]; nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514]; ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone binding [GO:0042393]; hydrolase activity [GO:0016787]; transcription cis-regulatory region binding [GO:0000976]; transcription coactivator activity [GO:0003713]; aortic smooth muscle cell differentiation [GO:0035887]; cell population proliferation [GO:0008283]; chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; fibroblast proliferation [GO:0048144]; hematopoietic stem cell homeostasis [GO:0061484]; negative regulation of cell differentiation [GO:0045596]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of fibroblast proliferation [GO:0048147]; nervous system development [GO:0007399]; nucleosome assembly [GO:0006334]; positive regulation of cell differentiation [GO:0045597]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of G0 to G1 transition [GO:0070316]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; regulation of nucleotide-excision repair [GO:2000819]; regulation of transcription by RNA polymerase II [GO:0006357]","ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone binding [GO:0042393]; hydrolase activity [GO:0016787]; transcription cis-regulatory region binding [GO:0000976]; transcription coactivator activity [GO:0003713]","bBAF complex [GO:0140092]; brahma complex [GO:0035060]; chromatin [GO:0000785]; GBAF complex [GO:0140288]; intermediate filament cytoskeleton [GO:0045111]; intracellular membrane-bounded organelle [GO:0043231]; nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00549}. Note=Localizes to sites of DNA damage. {ECO:0000250|UniProtKB:P51531}.","","Q6DIC0",13.68343329,14.6163191,14.61332905,14.55152803,0.388724959,-0.432552349,-0.432552349,0.388724959,0.992111037,"Smarca2"
"817","Q6NSR3","Q6NSR3","reviewed","ADCK2_MOUSE","Uncharacterized aarF domain-containing protein kinase 2 (EC 2.7.11.-)","Adck2","Mus musculus (Mouse)",617,"phosphorylation [GO:0016310]","membrane [GO:0016020]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; phosphorylation [GO:0016310]","ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]","membrane [GO:0016020]; mitochondrion [GO:0005739]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.","TRANSMEM 103..123; /note=Helical; /evidence=ECO:0000255","Q6NSR3",14.0454184,14.76113565,15.77897545,15.14090963,0.043173845,-1.05666552,-1.05666552,0.043173845,0.992111037,"Adck2"
"818","Q6NV83","Q6NV83","reviewed","SR140_MOUSE","U2 snRNP-associated SURP motif-containing protein (140 kDa Ser/Arg-rich domain protein) (U2-associated protein SR140)","U2surp Sr140","Mus musculus (Mouse)",1029,"RNA processing [GO:0006396]","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA binding [GO:0003723]; RNA processing [GO:0006396]","RNA binding [GO:0003723]","nucleoplasm [GO:0005654]; nucleus [GO:0005634]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.","","Q6NV83",15.32266757,16.36690273,16.13020856,16.42840925,0.402154611,-0.434523754,-0.434523754,0.402154611,0.992111037,"U2surp"
"819","Q6NZC7","Q6NZC7","reviewed","S23IP_MOUSE","SEC23-interacting protein","Sec23ip","Mus musculus (Mouse)",998,"acrosome assembly [GO:0001675]; single fertilization [GO:0007338]; spermatid development [GO:0007286]","cis-Golgi network [GO:0005801]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum exit site [GO:0070971]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear endoplasmic reticulum [GO:0097038]; perinuclear region of cytoplasm [GO:0048471]; metal ion binding [GO:0046872]; acrosome assembly [GO:0001675]; single fertilization [GO:0007338]; spermatid development [GO:0007286]","metal ion binding [GO:0046872]","cis-Golgi network [GO:0005801]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum exit site [GO:0070971]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear endoplasmic reticulum [GO:0097038]; perinuclear region of cytoplasm [GO:0048471]","SUBCELLULAR LOCATION: Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Endoplasmic reticulum {ECO:0000305}.","","Q6NZC7",14.07802523,15.57474204,15.00154014,14.90758596,0.8242162,-0.128179416,-0.128179416,0.8242162,0.992111037,"Sec23ip"
"820","Q6NZJ6","Q6NZJ6","reviewed","IF4G1_MOUSE","Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1)","Eif4g1","Mus musculus (Mouse)",1600,"behavioral fear response [GO:0001662]; cellular response to nutrient levels [GO:0031669]; energy homeostasis [GO:0097009]; lung development [GO:0030324]; macromolecule biosynthetic process [GO:0009059]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; negative regulation of autophagy [GO:0010507]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; neuron differentiation [GO:0030182]; positive regulation of cell growth [GO:0030307]; positive regulation of eukaryotic translation initiation factor 4F complex assembly [GO:1905537]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein localization to cell periphery [GO:1904377]; positive regulation of protein metabolic process [GO:0051247]; positive regulation of translation in response to endoplasmic reticulum stress [GO:0036493]; regulation of presynapse assembly [GO:1905606]; regulation of translational initiation [GO:0006446]; response to ethanol [GO:0045471]; translation [GO:0006412]; translational initiation [GO:0006413]","cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; eukaryotic translation initiation factor 4F complex [GO:0016281]; nucleus [GO:0005634]; polysome [GO:0005844]; postsynapse [GO:0098794]; ATP binding [GO:0005524]; eukaryotic initiation factor 4E binding [GO:0008190]; identical protein binding [GO:0042802]; mRNA binding [GO:0003729]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]; behavioral fear response [GO:0001662]; cellular response to nutrient levels [GO:0031669]; energy homeostasis [GO:0097009]; lung development [GO:0030324]; macromolecule biosynthetic process [GO:0009059]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; negative regulation of autophagy [GO:0010507]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; neuron differentiation [GO:0030182]; positive regulation of cell growth [GO:0030307]; positive regulation of eukaryotic translation initiation factor 4F complex assembly [GO:1905537]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein localization to cell periphery [GO:1904377]; positive regulation of protein metabolic process [GO:0051247]; positive regulation of translation in response to endoplasmic reticulum stress [GO:0036493]; regulation of presynapse assembly [GO:1905606]; regulation of translational initiation [GO:0006446]; response to ethanol [GO:0045471]; translation [GO:0006412]; translational initiation [GO:0006413]","ATP binding [GO:0005524]; eukaryotic initiation factor 4E binding [GO:0008190]; identical protein binding [GO:0042802]; mRNA binding [GO:0003729]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]","cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; eukaryotic translation initiation factor 4F complex [GO:0016281]; nucleus [GO:0005634]; polysome [GO:0005844]; postsynapse [GO:0098794]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q04637}. Nucleus {ECO:0000250|UniProtKB:Q04637}. Cytoplasm, Stress granule {ECO:0000250|UniProtKB:Q04637}.","","Q6NZJ6",15.27990717,16.57052877,16.38492082,16.19493248,0.501640765,-0.364708675,-0.364708675,0.501640765,0.992111037,"Eif4g1"
